,HeadPitch,HeadYaw,HipPitch,HipRoll,KneePitch,LElbowRoll,LElbowYaw,LHand,LShoulderPitch,LShoulderRoll,LWristYaw,RElbowRoll,RElbowYaw,RHand,RShoulderPitch,RShoulderRoll,RWristYaw,R0R,R0G,R0B,L0R,L0G,L0B,R1R,R1G,R1B,L1R,L1G,L1B,R2R,R2G,R2B,L2R,L2G,L2B,R3R,R3G,R3B,L3R,L3G,L3B,R4R,R4G,R4B,L4R,L4G,L4B,R5R,R5G,R5B,L5R,L5G,L5B,R6R,R6G,R6B,L6R,L6G,L6B,R7R,R7G,R7B,L7R,L7G,L7B
500,-0.5418065190315247,-0.07053600996732713,-0.1780412644147873,-0.022110860794782642,0.025481561198830605,-0.7209564447402954,-1.3389030694961548,0.4166232347488403,1.6366455554962158,0.16219183802604675,0.20838215947151184,0.7790662050247192,1.265475511550903,0.3696815669536591,1.6194400787353516,-0.15022717416286469,-0.3739585876464844,4.603726e-05,0.21495542,0.1435405,0.00033129407999999994,0.9998553,0.93628687,9.479965e-05,0.9997031999999999,0.90899974,0.00022396297999999998,0.17293471,0.16681254,0.00056896836,0.0010132567,0.00079974515,0.00043825107000000006,0.9999081,0.9734510000000001,8.659505e-05,0.99946576,0.9160190999999999,6.0883950000000005e-05,0.0004172038,0.0010900804,1.9177814e-05,0.00037459075,0.00011492296000000001,7.130958999999999e-05,0.99954945,0.9629584000000001,0.0004285463400000001,0.9999056000000001,0.9682325999999999,0.00035396207000000003,0.0012181811,0.0011587798,0.0011153286999999999,0.20018373,0.18505704,0.00010903406999999999,0.99988556,0.9527533000000001,0.00025284977000000004,0.999683,0.9300980999999999,6.1305705e-05,0.21459779,0.102158144
501,-0.5449185371398926,-0.07114602625370026,-0.18189501762390134,-0.02124605141580105,0.029774429276585582,-0.7336723208427429,-1.3399662971496582,0.4184349775314331,1.633489012718201,0.16227231919765472,0.2197013795375824,0.7994730472564697,1.2683367729187012,0.3726749420166016,1.6204696893692017,-0.149648055434227,-0.3801947832107544,3.4800854e-05,0.2030869,0.13462396,0.00028345443,0.9998814,0.94270146,7.70351e-05,0.99975187,0.9154303,0.0001893675,0.16052182,0.15516864,0.00048083227,0.00077794853,0.00065732776,0.00037984072999999995,0.99992466,0.97551346,6.8252586e-05,0.999526,0.9219813,4.7725913e-05,0.00034371129999999996,0.0009436524699999999,1.4755732000000001e-05,0.00030478177,8.965591e-05,5.6561166000000004e-05,0.99960965,0.9661945,0.00036928972,0.9999224,0.97028446,0.00029752558,0.0009630086999999999,0.000987276,0.0009883676,0.18750197,0.1742579,9.188982e-05,0.9999068999999999,0.9586492,0.0002160248,0.99973196,0.9361599,4.8741953e-05,0.20555595,0.09825148
502,-0.5487022995948792,-0.07259964942932129,-0.18543432652950287,-0.01983897015452385,0.03397216275334358,-0.7469277381896973,-1.3392430543899536,0.4197588562965393,1.6305049657821655,0.1621960699558258,0.2339884042739868,0.8182627558708191,1.272005558013916,0.3759967386722565,1.6207625865936282,-0.1492447406053543,-0.3868345320224762,2.67628e-05,0.19090943,0.1261607,0.00024580548,0.99990046,0.9483325999999999,6.374708e-05,0.9997881,0.92083806,0.00016215925,0.14900571,0.14506868,0.00040992527,0.000605325,0.00054657465,0.00033202037,0.9999368000000001,0.9773716,5.475303299999999e-05,0.9995719999999999,0.9268258,3.8013535e-05,0.00028626644,0.00082369964,1.1555818999999999e-05,0.00025070252,7.08926e-05,4.5560635e-05,0.9996556999999999,0.96889305,0.0003202989,0.99993455,0.9720309000000001,0.0002522844,0.0007715016,0.0008495243400000001,0.0008843980999999999,0.17539035,0.16449557,7.853062e-05,0.9999229,0.9636280999999999,0.0001874375,0.9997676999999999,0.94130987,3.9400216e-05,0.19620618,0.09469097
503,-0.5525591969490051,-0.07625950127840042,-0.1873246282339096,-0.01877465285360813,0.0372723713517189,-0.7616328001022339,-1.3365697860717771,0.4229927361011505,1.6270283460617063,0.16243377327919006,0.2491753399372101,0.8344870805740356,1.276178240776062,0.37950626015663147,1.6191056966781616,-0.14934474229812622,-0.3914864957332611,2.0777401e-05,0.17969279999999999,0.11889841,0.00021378131,0.9999157,0.9532245,5.3221047e-05,0.99981755,0.9261280999999999,0.00014034261,0.13849504,0.13596176,0.00035022,0.0004750888,0.0004570915,0.00029288267000000004,0.9999466,0.97903275,4.4374407e-05,0.99961156,0.9307071,3.0471587e-05,0.00023858857000000003,0.0007175594999999999,9.139265e-06,0.000206258,5.6507688e-05,3.6986494e-05,0.99969435,0.9709781999999999,0.0002801204,0.99994457,0.97351956,0.00021562373,0.0006227467,0.0007304515,0.0007922586,0.16397619,0.15575168,6.692062e-05,0.9999355999999999,0.9676815999999999,0.00016413616,0.9997985,0.9458314,3.216265999999999e-05,0.18677177,0.09103711
504,-0.5564142465591431,-0.08122403919696808,-0.18873769044876101,-0.017840825021266937,0.04043349996209145,-0.7767680883407593,-1.333044409751892,0.4275425970554352,1.6231695413589478,0.16267681121826172,0.2654289603233337,0.849157452583313,1.2811499834060671,0.38341087102890015,1.616284966468811,-0.1495911031961441,-0.3956977427005768,1.6219275e-05,0.16913179,0.112299114,0.00018636610000000002,0.99992824,0.95750755,4.4651682e-05,0.9998418,0.9310189,0.00012237036,0.12869035,0.12733507,0.00030031873,0.00037388183,0.00038288292000000003,0.0002598607,0.9999546999999999,0.98050094,3.6153724000000005e-05,0.9996464,0.93401414,2.4497927e-05,0.00019880461,0.0006242802,7.2692505000000004e-06,0.00016949346,4.5137473e-05,3.0183728e-05,0.99972755,0.9727216999999999,0.00024650322,0.9999528,0.9748379999999999,0.0001854806,0.0005035122,0.00062721554,0.0007110670599999999,0.1530201,0.14737985,5.7004e-05,0.9999459999999999,0.97109705,0.00014450727,0.99982506,0.9498610000000001,2.6408362999999998e-05,0.17739384,0.08733054
505,-0.5600509643554688,-0.0861874595284462,-0.19032499194145205,-0.01702677458524704,0.04335813969373703,-0.7907288670539856,-1.33051598072052,0.4318150877952576,1.6200708150863647,0.16273994743824005,0.2812553346157074,0.862392783164978,1.286006212234497,0.3870165944099426,1.61395525932312,-0.14965906739234924,-0.399762362241745,1.2772799999999999e-05,0.15939748,0.10621903,0.00016322003000000001,0.9999386999999998,0.96118516,3.7670306e-05,0.9998627,0.9353792999999999,0.00010720296999999998,0.119374804,0.11929849,0.00025884982000000005,0.00029540207000000005,0.00032129377,0.00023103392000000005,0.9999614,0.9817769000000001,2.963177e-05,0.99967754,0.9369265,1.985229e-05,0.00016578549999999998,0.00054395944,5.8315536e-06,0.00013946668,3.612598e-05,2.4787261e-05,0.99975663,0.97429276,0.00021795112,0.9999596,0.9759955,0.000160653,0.00040816472000000003,0.00053886627,0.0006409141000000001,0.14269857,0.13933274,4.876455e-05,0.99995446,0.9740434000000001,0.00012778465,0.99984777,0.9533434999999999,2.1810129000000002e-05,0.16851734,0.08373265
506,-0.5635838508605957,-0.09118767827749252,-0.19235152006149286,-0.01628054678440094,0.04598939418792725,-0.8032513260841371,-1.3293594121932983,0.435879647731781,1.617979884147644,0.1626138985157013,0.2962939739227295,0.8736354112625122,1.290881872177124,0.3901901841163635,1.6119664907455444,-0.14946584403514862,-0.4040758013725281,1.01580445e-05,0.15037036,0.10059051,0.00014382035,0.99994755,0.9643619000000001,3.2015254e-05,0.9998800999999999,0.9392541,9.437933499999999e-05,0.11070601,0.11193386,0.00022439347000000002,0.00023474269,0.00027073767999999995,0.00020581616,0.999967,0.9829007,2.4450315e-05,0.9997048000000001,0.9394544,1.6224627e-05,0.00013863745,0.00047545624000000004,4.725041400000001e-06,0.00011511753000000001,2.9005359999999996e-05,2.0502525999999997e-05,0.99978155,0.9757395000000001,0.00019368278000000003,0.9999653000000001,0.97701913,0.0001400807,0.00033255035000000004,0.0004646582,0.00058058015,0.13315445,0.13161133,4.198639e-05,0.9999614,0.97660804,0.00011359418600000001,0.9998673,0.9563197,1.8134384e-05,0.16013351,0.080263205
507,-0.5672403573989868,-0.09549757838249208,-0.19445621967315674,-0.015192322432994844,0.04847309738397598,-0.8158050775527954,-1.3289306163787842,0.4405384659767151,1.6149871349334717,0.16260232031345367,0.31105369329452515,0.8839120268821716,1.295500874519348,0.39381474256515503,1.608509540557861,-0.14938297867774966,-0.408757209777832,8.187627e-06,0.14241725,0.09522483,0.00012819839,0.9999553,0.96711516,2.7590206e-05,0.9998957,0.94297147,8.370499e-05,0.1033769,0.10534899,0.00019575495,0.00018864413000000001,0.00023032107999999997,0.00018457201000000002,0.9999716000000001,0.9838679,2.0362311e-05,0.9997290999999999,0.9418808000000001,1.3435316e-05,0.00011700589,0.00041665038,3.8796024e-06,9.628008400000001e-05,2.3509645e-05,1.7101815e-05,0.9998036,0.9769831,0.00017297697,0.9999700999999999,0.9780465,0.00012284925,0.00027380727000000005,0.0004040905,0.0005292916000000001,0.1253728,0.12511264,3.6631503e-05,0.99996746,0.97886014,0.00010178636999999999,0.9998847,0.95923555,1.526167e-05,0.15270802,0.07672358
508,-0.5707343816757202,-0.0974380150437355,-0.1956196576356888,-0.01361832581460476,0.050348609685897834,-0.8277773261070251,-1.3294240236282349,0.4447223246097565,1.6121671199798584,0.16286258399486542,0.3258014321327209,0.8930864930152893,1.2993290424346924,0.3974600732326508,1.6041092872619631,-0.14941667020320892,-0.4137524962425232,6.700329e-06,0.13544792,0.090193175,0.000115659976,0.99996185,0.9696916999999999,2.4018927e-05,0.9999087,0.9463706000000001,7.4632626e-05,0.09725135,0.0996403,0.00017155682,0.00015319778999999998,0.00019849281999999999,0.00016682576,0.99997544,0.9847800999999999,1.7191686999999998e-05,0.99975055,0.9442233,1.1282502e-05,0.00010049058000000001,0.00037040989999999997,3.2339353e-06,8.1921746e-05,1.9337774999999998e-05,1.4418924999999998e-05,0.9998229,0.97817403,0.00015539094,0.99997413,0.9789803,0.00010816491000000001,0.00022866251,0.00035604212,0.00048480515,0.11873348,0.11949636,3.2278163e-05,0.99997234,0.98085195,9.206514999999999e-05,0.9998995999999999,0.9618687,1.2980907e-05,0.14612839,0.07339906
509,-0.5742208957672119,-0.0924452543258667,-0.1959226429462433,-0.010765283368527891,0.051156770437955856,-0.8377841711044312,-1.3314374685287476,0.44775545597076416,1.6099092960357666,0.16357192397117615,0.34462887048721313,0.9003564715385437,1.300838828086853,0.4017224907875061,1.5962510108947754,-0.15005812048912048,-0.4233561158180237,5.5860105e-06,0.12986717,0.085428484,0.00010573815,0.9999678,0.97211546,2.103565e-05,0.99992025,0.94942975,6.670704e-05,0.09243535,0.09454638,0.00015048674,0.00012542157,0.0001732467,0.00015219126,0.9999788000000001,0.98563933,1.47877245e-05,0.99977154,0.94644266,9.613479e-06,8.809812e-05,0.0003354449299999999,2.7382643999999997e-06,7.105076999999999e-05,1.6126165000000002e-05,1.22953015e-05,0.9998415999999999,0.979356,0.00014012278,0.9999776,0.9797411,9.5664545e-05,0.00019415429,0.00031729697,0.00044395818,0.11385435,0.11464403599999999,2.8657633999999998e-05,0.99997675,0.9825722,8.365583e-05,0.99991274,0.9640703000000002,1.10976325e-05,0.14071548,0.069767654
